interest_rate,contractual_term,months_to_maturity,annual_tenant_turnover,default_flag,is_partially_amortizing,is_office,property_class_ord,ltv,dscr,loan_age_months,amortization_rate,noi_yield,near_maturity_flag,balloon_risk,property_type_office_building,property_type_retail_space,region_northeast,region_south,region_west
0.0735,120,117,0.08,1,1,0,0,0.574200001823177,1.8647652975820577,3,0.009999997301795127,0.07869999543944899,0,0,0,0,0,1,0
0.0633,120,57,0.14,0,1,1,3,0.5924999996126155,1.9437278685883836,63,0.21000001164501247,0.07289999959571146,0,0,1,0,1,0,0
0.0748,120,80,0.12,0,1,0,0,0.7453333333029197,1.433159861182422,40,0.13333333372627387,0.07989999987353011,0,0,0,0,1,0,0
0.0605999999999999,60,18,0.01,0,1,0,0,0.5073999999751275,2.7838810717426163,42,0.14000000009880498,0.08560000009741732,0,1,0,1,1,0,0
0.0558,60,54,0.11,1,1,1,1,0.725199999477942,1.0848570283494985,6,0.0200000023516127,0.04389999805471255,0,0,1,0,0,1,0
0.0754,120,25,0.02,0,0,0,0,0.13541666917068573,8.638236724942976,95,0.7916666636704046,0.08819999785789517,0,0,0,1,1,0,0
0.0693,120,9,0.09,0,1,0,0,0.4472999969656291,2.8259988269276892,111,0.3700000047247618,0.08760000018297714,1,1,0,0,1,0,0
0.0604,60,27,0.27,0,1,1,1,0.5785000012215278,0.606730108075913,33,0.10999999872020805,0.02119999944308842,0,0,1,0,1,0,0
0.0601,60,47,0.09,0,1,0,0,0.6888000004211786,1.224729970516576,13,0.043333334073372476,0.050699999652879614,0,0,0,0,1,0,0
0.061,60,48,0.11,0,1,0,0,0.672000001256502,1.871096790355801,12,0.03999999924307096,0.07669999977367825,0,0,0,0,1,0,0
0.0732,120,14,0.15,0,1,0,0,0.4785333344815758,3.2858826607582188,106,0.3533333311867418,0.11510000108212465,0,1,0,0,0,1,0
0.0794,60,12,0.26,0,1,0,0,0.5040000002666902,1.9191555785301904,48,0.15999999955551636,0.07680000032002825,1,1,0,0,0,0,1
0.0705,180,171,0.13,0,1,0,0,0.6304999998364503,1.3565728003306403,9,0.029999999591975635,0.06030000010225541,0,0,0,1,0,1,0
0.0726,120,103,0.35,1,1,0,0,0.6697666630519151,1.641129126449675,17,0.056666670001852104,0.07980000181067994,0,0,0,1,0,0,0
0.0586,60,33,0.03,0,1,0,0,0.6096999989547466,2.037593584795874,27,0.0900000021180074,0.07279999926208623,0,0,0,0,1,0,0
0.0788,120,5,0.14,0,1,0,0,0.4131666666705257,2.2421846025755254,115,0.3833333334525012,0.07299999993852126,1,1,0,0,0,0,0
0.0637,60,30,0.12,0,1,0,0,0.5669999995089215,1.8411922696432088,30,0.10000000071512805,0.06649999821815084,0,0,0,1,0,1,0
0.0646,60,50,0.09,0,0,0,0,0.5333333336089318,2.281346737072252,10,0.1666666670255188,0.078599999621879,0,0,0,1,0,1,0
0.0744,60,1,0.12,1,1,0,0,0.6105333331224573,1.8492557287574172,59,0.19666666652879417,0.0840000004322304,1,1,0,1,1,0,0
0.0707,120,98,0.14,0,1,0,0,0.6949999998943198,1.6464339212092907,22,0.0733333334742402,0.08090000035719883,0,0,0,1,0,0,0
0.0637,120,48,0.3,0,0,0,0,0.28399999986255836,5.676918641800413,72,0.6000000000000001,0.10269999971538132,0,0,0,1,1,0,0
0.0693,120,101,0.13,1,1,0,0,0.721233333677186,1.068395948823472,19,0.06333333266853869,0.0534000000897007,0,0,0,1,0,0,1
0.0569,60,52,0.03,0,1,0,0,0.5450666666077814,1.4993087146313457,8,0.026666667301206814,0.04650000026777596,0,0,0,1,0,1,0
0.0723,60,9,0.05,0,0,1,1,0.11849999536515163,5.765942194966163,51,0.8500000048687939,0.049399996120317785,1,0,1,0,0,0,0
0.0736,120,74,0.12,0,1,0,0,0.558799999856526,1.4467142393417969,46,0.15333333322718845,0.05950000027181598,0,0,0,0,0,1,0
0.0695,60,26,0.02,0,1,0,0,0.6561333332945689,1.31575292660586,34,0.11333333330177664,0.06000000007005612,0,0,0,0,1,0,0
0.0487,60,35,0.02,0,1,0,0,0.5316666668257246,2.1859893201983027,25,0.08333333333333326,0.05659999982706075,0,0,0,0,0,0,1
0.0729,120,119,0.34,0,1,1,2,0.5979999998958295,1.6424203147347491,1,0.003333333051585563,0.07159999967213701,0,0,1,0,1,0,0
0.0617,60,22,0.13,0,1,0,0,0.5764000007861467,2.3000865069125043,38,0.1266666648488758,0.08180000063302174,0,1,0,0,0,1,0
0.0726,180,40,0.12,0,1,1,3,0.3413333336640669,3.3493672561475,140,0.46666666546797064,0.08300000018156248,0,0,1,0,0,1,0
0.061,60,44,0.27,0,1,0,0,0.6910666658027028,2.979475760465034,16,0.053333333999118326,0.12369999976626173,0,0,0,0,1,0,0
0.0672,180,147,0.15,1,1,0,0,0.685299999715103,2.1149930832390913,33,0.11000000021795653,0.09739999982772825,0,0,0,0,1,0,0
0.0516999999999999,60,35,0.48,0,1,0,0,0.5408333315201618,2.3997639377518043,25,0.08333333277355692,0.06709999921885003,0,0,0,1,1,0,0
0.0786,120,84,0.02,0,1,0,0,0.6336000005505785,1.1867241172140797,36,0.12000000012660461,0.05910000034376974,0,0,0,0,0,1,0
0.0729,120,57,0.09,0,0,0,0,0.3134999997472084,3.566091949851822,63,0.5250000002345006,0.08150000026998827,0,0,0,1,1,0,0
0.0528,60,21,0.02,0,0,0,0,0.2624999995492337,2.9437230002197294,39,0.6500000008013623,0.04080000071298349,0,0,0,0,1,0,0
0.0607,60,44,0.15,0,0,1,1,0.35200000010482513,0.8003219785982679,16,0.26666666651501003,0.01709999952861439,0,0,1,0,0,1,0
0.0818,60,42,0.07,1,1,0,0,0.6203999996943956,1.5842763941334979,18,0.06000000010793405,0.0803999990888861,0,0,0,1,1,0,0
0.0582,60,6,0.29,0,0,1,3,0.071999999682048,19.75945020926026,54,0.9000000004357894,0.0827999997912394,1,0,1,0,0,1,0
0.0588999999999999,60,19,0.16,0,0,1,2,0.18683333329553561,6.124776411168348,41,0.6833333332832834,0.06739999992345962,0,0,1,0,1,0,0
0.0748,60,39,0.09,0,1,1,3,0.6789000014547064,2.2665636757185488,21,0.0699999964438297,0.11510000218913956,0,0,1,0,0,1,0
0.0544,60,35,0.02,0,1,0,0,0.6508333341561215,2.872448599357298,25,0.08333333200784365,0.10170000027168145,0,0,0,1,0,1,0
0.0769,120,111,0.18,0,1,0,0,0.6207999998557807,1.9522609313386068,9,0.029999997924474164,0.09319999975520657,0,0,0,1,1,0,0
0.0542999999999999,60,27,0.17,0,0,1,1,0.3239999989985804,3.4160926299571135,33,0.5500000016629855,0.06010000067160422,0,0,1,0,0,1,0
0.0726,60,31,0.03,1,1,1,1,0.6052333333635561,0.7919901545935693,29,0.0966666667294449,0.03479999987516992,0,0,1,0,1,0,0
0.0738,180,73,0.28,0,0,0,0,0.27172222517695066,4.847130921554888,107,0.5944444419393315,0.09720000213999265,0,0,0,1,0,1,0
0.0706,120,84,0.03,0,0,0,0,0.5250000184842732,2.279779185987915,36,0.29999998443429643,0.08450001850373039,0,0,0,1,0,1,0
0.0646,120,94,0.15,0,1,1,2,0.5205999997898642,1.2369628195931497,26,0.08666666680257795,0.04159999969786902,0,0,1,0,0,0,1
0.0697,120,56,0.4,0,1,0,0,0.44840000090383414,2.092566955136861,64,0.21333333214083372,0.06539999961285671,0,0,0,1,1,0,0
0.072,60,32,0.05,0,0,0,0,0.4266666657106994,3.750000007103188,28,0.4666666674459877,0.11519999996009876,0,0,0,1,0,0,0
0.0596,60,49,0.13,0,0,0,0,0.5553333333745508,2.743379229289001,11,0.18333333322594647,0.09079999995384941,0,0,0,1,0,0,1
0.0635,180,180,0.31,0,1,0,0,0.5900000002542902,1.3639397013198846,0,0.0,0.051100000931973595,0,0,0,0,1,0,0
0.0733,60,8,0.14,0,1,0,0,0.5207999978280334,2.2004135548691988,52,0.17333334282440027,0.08399999495793474,1,1,0,1,0,1,0
0.0572,60,15,0.26,0,1,0,0,0.6290000001488748,2.440325972863669,45,0.14999999975030565,0.0878000001332483,0,1,0,0,0,0,1
0.062,60,28,0.05,0,1,1,3,0.6253333339713262,2.3729279827457006,32,0.1066666677683813,0.0919999999369018,0,0,1,0,1,0,0
0.0751,120,101,0.29,0,0,0,0,0.6312499995717644,1.6242370121476022,19,0.15833333215676726,0.07700000095301861,0,0,0,1,1,0,0
0.0708,180,44,0.14,0,1,0,0,0.4974666668115397,2.103879964352367,136,0.4533333337675183,0.07409999884924706,0,0,0,0,0,1,0
0.0729,120,118,0.06,0,1,0,0,0.5761333351769394,1.3285676290776172,2,0.0066666682720358805,0.05580000002793342,0,0,0,0,0,0,1
0.0783,120,109,0.2,0,1,0,0,0.6454333332403019,2.0262209587499416,11,0.03666666627721138,0.10239999985259832,0,0,0,1,1,0,0
0.0538,60,31,0.49,0,0,0,0,0.3771666667586738,4.0509439983033575,29,0.4833333329917031,0.08220000022455791,0,0,0,1,1,0,0
0.0617999999999999,60,34,0.14,0,1,0,0,0.79112999982563,1.7635218077915598,26,0.08666666649606392,0.08659999601703317,0,0,0,1,1,0,0
0.0501,60,3,0.28,0,1,0,0,0.5265000003020366,3.9616872379397003,57,0.18999999943601842,0.10449999943178852,1,1,0,1,1,0,0
0.0769,180,123,0.15,0,1,0,0,0.5345999992583856,1.680825999257104,57,0.19000000151919005,0.06910000054484124,0,0,0,1,0,0,0
0.0615,60,10,0.12,0,0,0,0,0.1116666665965185,9.770658887053571,50,0.833333333444715,0.06709999986468868,1,0,0,0,0,0,1
0.0725,120,3,0.3,0,1,0,0,0.4818999998847899,1.3023162644477657,117,0.3900000002442112,0.04550000005733203,1,1,0,1,1,0,0
0.0595,60,25,0.04,0,1,0,0,0.6889999991690936,1.4147894156623562,35,0.11666666561610972,0.05799999941984044,0,0,0,1,0,0,0
0.0762999999999999,180,94,0.05,0,1,1,1,0.39233333324256814,2.5354907471248618,86,0.2866666668724749,0.07590000001398162,0,0,1,0,0,0,1
0.0605999999999999,60,12,0.01,0,1,1,1,0.5628000005300595,0.4163529216783258,48,0.1599999989012032,0.014199999527199945,1,1,1,0,1,0,0
0.0713999999999999,180,113,0.12,0,1,0,0,0.38056666620738766,3.5587502524435495,67,0.22333333380892106,0.09669999876781171,0,0,0,0,1,0,0
0.0739,120,119,0.13,0,0,1,3,0.7536666667815879,1.1957777910892096,1,0.008333333153027978,0.06660000000340026,0,0,1,0,1,0,0
0.0753,120,71,0.18,0,1,0,0,0.6358666665956174,1.2008999028217102,49,0.16333333317916787,0.05750000002460481,0,0,0,1,0,0,0
0.0527,60,50,0.4,0,0,0,0,0.5749999996932854,2.0064351126558897,10,0.16666666666666663,0.06079999996882336,0,0,0,0,1,0,0
0.0718,180,142,0.09,0,1,0,0,0.6637333323784432,1.9284014625118555,38,0.12666666911796776,0.09190000281332963,0,0,0,1,1,0,0
0.0732,60,21,0.26,0,1,0,0,0.7307999966481801,1.2206847592450414,39,0.13000000612003337,0.06529999379502048,0,1,0,1,0,1,0
0.0708,180,173,0.11,0,0,0,0,0.68238888854914,1.6310265049404549,7,0.038888889198346654,0.07880000096415578,0,0,0,0,1,0,0
0.0619,60,7,0.07,0,1,0,0,0.4281333338251317,0.38782785210168563,53,0.17666666735274084,0.013857998724253506,1,1,0,0,0,0,1
0.0645,120,114,0.02,0,0,0,0,0.779000001288837,0.9413778479393455,6,0.05000000013620043,0.04730000073689311,0,0,0,1,0,1,0
0.0713,180,38,0.36,0,0,0,0,0.1329999984580317,7.234074017058956,142,0.7888888913838621,0.06859999970103735,0,0,0,0,0,1,0
0.0791999999999999,120,35,0.1,0,1,0,0,0.4658333340916339,1.9732205567220698,85,0.2833333330787988,0.07279999933821045,0,0,0,1,0,0,0
0.054,60,22,0.04,0,1,1,1,0.5938666678468995,1.3377489799475988,38,0.12666666222426404,0.04290000457340173,0,1,1,0,1,0,0
0.071,120,44,0.1,0,0,1,3,0.2383333324260776,4.597655890551536,76,0.6333333339210294,0.07780000013179084,0,0,1,0,0,1,0
0.0583,60,35,0.07,0,1,0,0,0.6141666681452097,2.3543595007043905,25,0.08333333333333337,0.08430000028853991,0,0,0,1,1,0,0
0.0736,120,81,0.02,0,1,1,3,0.5393999998779072,1.390433822518336,39,0.13000000000977774,0.05520000027207185,0,0,1,0,1,0,0
0.0625,60,42,0.27,0,0,0,0,0.4899999996133521,2.256326540499868,18,0.30000000000000004,0.06910000024828321,0,0,0,1,1,0,0
0.0708,120,27,0.37,0,1,1,2,0.42089999998723604,0.7349062321550767,93,0.30999999997627115,0.021899999943812157,0,0,1,0,1,0,0
0.0630999999999999,180,84,0.52,0,1,0,0,0.44200000034779696,2.326982226973875,96,0.31999999968678705,0.0648999997578146,0,0,0,1,1,0,0
0.0602,60,44,0.38,0,1,0,0,0.6910666656055214,1.600876376878943,16,0.053333334492919104,0.06660000044894603,0,0,0,1,1,0,0
0.0699,180,110,0.11,0,1,1,2,0.4370000007431988,2.0657167021049974,70,0.2333333328337711,0.06310000220482304,0,0,1,0,0,0,0
0.0608999999999999,120,34,0.26,0,1,0,0,0.42799999994044713,3.268726129420381,86,0.28666666718240175,0.08520000029671307,0,0,0,0,1,0,0
0.0674,60,57,0.12,0,1,0,0,0.7227000005981896,1.3118461662066911,3,0.010000000072038495,0.0639000005718956,0,0,0,1,1,0,0
0.0814,120,115,0.24,0,1,0,0,0.5310000002523856,1.459857377353078,5,0.016666664475819548,0.06309999939427462,0,0,0,1,0,0,0
0.0723,60,37,0.03,0,1,0,0,0.5170666670976097,1.6878914840116186,23,0.07666666598586935,0.06310000025956158,0,0,0,1,0,0,0
0.0724,120,91,0.14,0,1,0,0,0.5691000022413936,1.169822250514425,29,0.0966666667273588,0.048199999206220895,0,0,0,1,0,1,0
0.0601,60,32,0.12,0,1,0,0,0.6618666663235541,1.5561292492209784,28,0.09333333336603411,0.0618999997208829,0,0,0,1,1,0,0
0.0713,60,59,0.13,0,1,0,0,0.6578000007060786,1.746226190000592,1,0.003333331063798517,0.08189999909679534,0,0,0,0,0,0,1
0.0771,120,55,0.27,0,1,1,1,0.47783333274018697,0.9663160118781424,65,0.2166666670455124,0.03559999983361089,0,0,1,0,1,0,0
0.0754,120,26,0.07,0,1,1,3,0.39826667046157666,2.341046220003582,94,0.31333333509761063,0.07029999553118646,0,0,1,0,0,1,0
0.0652,120,17,0.02,0,0,0,0,0.08783333265781607,17.200032571754242,103,0.8583333345706914,0.09849999910553055,0,0,0,0,0,0,0
0.0584999999999999,60,57,0.06,0,1,1,3,0.6633000023500291,2.1415842264908997,3,0.009999998237434138,0.08310000011415551,0,0,1,0,0,0,0
0.0547,60,27,0.22,0,0,0,0,0.2925000026767772,5.543836485515931,33,0.5499999975414216,0.08869999862086046,0,0,0,1,1,0,0
0.0552,60,1,0.05,0,1,0,0,0.6105333332523816,3.032511370242838,59,0.1966666668762752,0.10219999998000591,1,1,0,0,0,1,0
0.0613999999999999,60,49,0.15,0,0,0,0,0.5389999994702884,3.4325841651405833,11,0.18333333295758736,0.11359999980001899,0,0,0,1,1,0,0
0.0611,60,7,0.26,0,1,0,0,0.584566667047247,1.7694643722876375,53,0.17666666668436515,0.06320000031364573,1,1,0,0,1,0,0
0.0701,120,75,0.05,0,1,1,2,0.6289999998059939,1.3652991811901385,45,0.14999999991933233,0.06020000024773081,0,0,1,0,1,0,0
0.0646,60,22,0.01,0,0,0,0,0.2383333367835067,4.351685365452631,38,0.6333333291702282,0.06699999941820606,0,0,0,0,0,1,0
0.0536,60,41,0.31,0,1,0,0,0.6556666706133008,2.1312477494776547,19,0.06333332769528466,0.07490000302575275,0,0,0,1,0,0,0
0.0617999999999999,60,24,0.08,0,1,1,1,0.686399997885917,1.034900899927864,36,0.12,0.0438999992872978,0,1,1,0,1,0,0
0.074,120,16,0.02,0,1,0,0,0.5553333279972554,1.4795105765799967,104,0.3466666828672822,0.060799993390148785,0,1,0,0,0,1,0
0.0612,60,45,0.1,0,0,0,0,0.39000000227086634,4.470420682480064,15,0.24999999678893337,0.10670000147071992,0,0,0,1,1,0,0
0.0755,120,95,0.31,0,0,0,0,0.4829166663954404,1.7992217515024562,25,0.20833333375780416,0.06559999986080073,0,0,0,1,0,0,0
0.0530999999999999,60,11,0.39,0,1,0,0,0.6191333337062841,2.0653376715284435,49,0.16333333254760662,0.06790000002331685,1,1,0,1,0,1,0
0.0735,180,153,0.35,0,1,0,0,0.5368999991278555,1.943634611242033,27,0.08999999989784302,0.0767000004494327,0,0,0,0,1,0,0
0.0808,120,10,0.28,0,1,0,0,0.38000000058286026,2.029051582175828,110,0.3666666656952329,0.062299999874685034,1,1,0,0,0,0,0
0.0711,120,97,0.04,0,1,0,0,0.7294333336669796,2.076636567757527,23,0.0766666663517066,0.10770000013826646,0,0,0,1,1,0,0
0.0641,120,63,0.12,0,1,0,0,0.5426999999309093,2.130101810102251,57,0.1900000001525448,0.07410000076572011,0,0,0,0,0,0,0
0.0521999999999999,60,59,0.26,0,0,1,3,0.7276666684464792,2.4483863920331923,1,0.016666665950847537,0.09299999861973732,0,0,1,0,1,0,0
0.0718,120,10,0.29,0,0,1,2,0.05916666655376671,19.51430023249711,110,0.91666666689063,0.08289999961283266,1,0,1,0,1,0,0
0.0605,120,110,0.11,0,1,0,0,0.6476666662347199,2.1080122447687795,10,0.03333333389638726,0.08260000040855751,0,0,0,0,1,0,0
0.0630999999999999,60,44,0.07,0,1,1,2,0.6721333337723085,1.143554675798422,16,0.0533333348054168,0.04849999876716367,0,0,1,0,0,1,0
0.0604,120,29,0.14,0,1,1,2,0.3343999996763672,2.430962611433057,91,0.30333333351138836,0.049099999347179096,0,0,1,0,1,0,0
0.0751,120,16,0.28,0,0,0,0,0.09066666822656892,9.76638993208906,104,0.8666666641732168,0.06650000128437604,0,0,0,0,1,0,0
0.0683,60,16,0.39,0,0,0,0,0.17333333277524818,6.571685999825855,44,0.7333333340846018,0.07779999973944399,0,0,0,0,0,0,0
0.075,60,10,0.07,0,1,0,0,0.599999999152156,1.5622222170252527,50,0.16666666470406488,0.07029999966679731,1,1,0,1,1,0,0
0.0615,60,45,0.02,0,0,0,0,0.42750000024238044,2.0691294759796457,15,0.24999999930290362,0.05440000036619312,0,0,0,0,1,0,0
0.0612,60,31,0.01,0,1,0,0,0.6684666671354891,0.919087107786814,29,0.096666665410304,0.0376000006598662,0,0,0,0,1,0,0
0.073,60,44,0.07,0,0,1,2,0.46200000054884305,1.556662493375368,16,0.2666666664343521,0.05249999931394618,0,0,1,0,0,1,0
0.0762,120,16,0.05,1,1,0,0,0.5030666671672962,1.4973777616024262,104,0.34666666561322956,0.05740000000950562,0,1,0,1,0,1,0
0.0494,60,36,0.22,0,1,0,0,0.7083999998312848,1.9117038499310284,24,0.07999999973915395,0.06689999974424918,0,0,0,1,0,1,0
0.0621,120,9,0.01,0,0,0,0,0.044999999819874216,24.26194314849233,111,0.9250000002792648,0.06779999985707229,1,0,0,1,1,0,0
0.0813,120,56,0.15,0,1,0,0,0.47986666766549607,2.1608092691365646,64,0.2133333280795623,0.08429999792177602,0,0,0,0,1,0,0
0.0762,180,132,0.31,0,1,1,1,0.6047999974171054,1.8834451535910577,48,0.16000000519510027,0.08680000095086741,0,0,1,0,0,1,0
0.0630999999999999,120,106,0.15,1,0,0,0,0.6360000017098808,1.8289826647960734,14,0.1166666662897089,0.07340000090786529,0,0,0,0,0,1,0
0.0617,60,31,0.14,0,1,0,0,0.5510333338778127,3.0854069159517636,29,0.09666666492234599,0.1048999990567468,0,0,0,1,1,0,0
0.0665,120,21,0.1,0,1,0,0,0.3952999999822433,3.047081402362965,99,0.32999999982552986,0.08010000000694828,0,1,0,1,1,0,0
0.0626999999999999,60,12,0.29,0,1,0,0,0.5627999997630285,1.8165041708988243,48,0.15999999977507862,0.06409999989385258,1,1,0,1,0,1,0
0.0765,60,49,0.03,0,0,1,3,0.5635000005676265,1.32690758221851,11,0.1833333360158783,0.057200000384998846,0,0,1,0,0,0,0
0.0679,60,8,0.31,0,1,0,0,0.6282666663347356,1.5705834359616155,52,0.17333333333333334,0.0670000004048756,1,1,0,0,0,0,1
0.0676,120,24,0.34,0,0,0,0,0.15399999922782348,9.183124547980096,96,0.8000000008571168,0.09559999931494086,0,0,0,1,1,0,0
0.0731,120,106,0.11,0,1,0,0,0.6673333330917023,0.7625753147121386,14,0.04666666729073421,0.037199999827172314,0,0,0,0,0,1,0
0.0655,120,83,0.07,0,1,0,0,0.604900000218212,1.398250176956072,37,0.12333333327688545,0.05540000036865272,0,0,0,1,1,0,0
0.0679,60,53,0.15,0,0,0,0,0.5300000004097246,2.9066051603056384,7,0.11666666655827385,0.10459999998478166,0,0,0,0,0,1,0
0.0584,60,55,0.3,0,1,0,0,0.6194999998019017,1.3709686421869283,5,0.016666666535238517,0.04960000029609179,0,0,0,0,0,1,0
0.0791999999999999,120,65,0.23,0,0,0,0,0.3304166664231518,2.1131873594975543,55,0.4583333333939107,0.055299999969935704,0,0,0,1,1,0,0
0.0718,120,117,0.15,0,1,0,0,0.584100000579944,2.341530617829031,3,0.01000000043359317,0.09820000092964998,0,0,0,0,0,0,0
0.069,120,70,0.02,0,1,1,3,0.624999999284373,1.702028983807995,50,0.16666666666666674,0.07339999984267655,0,0,1,0,0,1,0
0.076,120,97,0.28,0,1,1,3,0.5724666674511465,2.6133444453343393,23,0.07666666797675303,0.11369999649971106,0,0,1,0,0,1,0
0.068,120,44,0.26,0,1,0,0,0.47039999979009806,2.4165916267734415,76,0.2533333327163376,0.07729999964943461,0,0,0,1,1,0,0
0.074,120,9,0.01,0,1,0,0,0.42840000007285645,3.2175032309586906,111,0.36999999956089413,0.1020000004439068,1,1,0,1,0,1,0
0.0612,60,30,0.02,0,1,1,1,0.45900000070687635,1.7835020810263578,30,0.10000000055220404,0.05010000033485099,0,0,1,0,0,1,0
0.0736,120,26,0.1,0,1,1,1,0.4875333323442288,0.8444239112238983,94,0.3133333336888684,0.030300001526569885,0,0,1,0,1,0,0
0.0786,120,114,0.02,0,1,0,0,0.6467999954669391,0.6884548256400133,6,0.020000000617280467,0.03499999663890782,0,0,0,0,1,0,0
0.0681,180,118,0.05,0,0,1,1,0.38022222399400535,2.085495009767593,62,0.34444443986869144,0.05400000060554614,0,0,1,0,0,1,0
0.0612,60,7,0.08,0,1,0,0,0.5022333336742351,0.9727790188918948,53,0.1766666676008397,0.02989999743468939,1,1,0,1,1,0,0
0.0541,60,28,0.36,0,0,0,0,0.33600000047097694,3.586832229881213,32,0.5333333333333333,0.06520000163328069,0,0,0,1,0,1,0
0.0756,120,115,0.1,0,1,0,0,0.599833333700961,0.9989547149089111,5,0.016666664662720043,0.04529999906662395,0,0,0,1,0,1,0
0.0558,60,52,0.11,0,1,0,0,0.7494666803098304,1.898602351681505,8,0.026666646454487686,0.07940000745726915,0,0,0,0,0,1,0
0.0797,120,86,0.12,0,1,0,0,0.5851999959835646,1.4043607317392046,34,0.11333333416207414,0.06550000199748869,0,0,0,1,0,0,0
0.0582,60,8,0.29,0,1,0,0,0.6117333332327742,2.5700168122864717,52,0.17333333337238233,0.09150000015077667,1,1,0,1,1,0,0
0.0582,60,40,0.08,0,1,1,3,0.7000000011572457,1.7501227312693801,20,0.06666666512367247,0.0713000001897883,0,0,1,0,1,0,0
0.0689,120,12,0.09,0,0,0,0,0.06500000057997721,23.266718691071155,108,0.8999999992564395,0.10420000058771024,1,0,0,0,1,0,0
0.0548,60,44,0.28,0,1,0,0,0.5585333306088976,1.4375502514949547,16,0.05333333811668828,0.04400000119770543,0,0,0,0,0,1,0
0.0663,180,41,0.02,0,1,0,0,0.47226666644541876,1.641580919259952,139,0.4633333337041564,0.05139999978152583,0,0,0,1,0,0,0
0.0533999999999999,60,42,0.23,0,1,1,1,0.6110000009420316,2.065748455746367,18,0.059999995393019034,0.0674000012689353,0,0,1,0,0,1,0
0.0643,180,118,0.02,0,0,1,3,0.41300000065054787,2.93720039851811,62,0.3444444424447759,0.07800000018587083,0,0,1,0,1,0,0
0.0572,60,9,0.06,0,1,0,0,0.5063000001629093,1.515865102167651,51,0.16999999947814992,0.043899999084337414,1,1,0,1,1,0,0
0.0595,60,57,0.29,0,1,0,0,0.6929999997339793,2.4737167563191944,3,0.010000000275230403,0.10199999983253293,0,0,0,1,1,0,0
0.0706,120,53,0.08,0,1,0,0,0.3650333327051922,3.5232918938679174,67,0.2233333348685259,0.09080000013709268,0,0,0,0,0,0,0
0.077,120,54,0.12,0,1,0,0,0.6551999998173703,1.942501937196958,66,0.2199999998797476,0.09799999970504503,0,0,0,1,1,0,0
0.0562999999999999,60,4,0.1,1,1,1,3,0.5205333333090988,3.2826012542194483,56,0.18666666693943412,0.09619999988770962,1,1,1,0,1,0,0
0.0650999999999999,60,22,0.11,0,0,0,0,0.25299999265401113,4.960444304000849,38,0.6333333429246493,0.08170000344798216,0,0,0,0,1,0,0
0.0692,60,50,0.03,0,1,0,0,0.6186666659051923,1.7448487077801051,10,0.033333333333333215,0.07469999749255002,0,0,0,0,0,1,0
0.0717,60,58,0.1,0,1,0,0,0.7052666672447185,2.183215272050709,2,0.006666665049134934,0.11040000034574311,0,0,0,0,0,1,0
0.0633,60,7,0.11,0,1,0,0,0.5845666682168955,2.456552918453116,53,0.17666666567493372,0.0908999998412852,1,1,0,1,1,0,0
0.0615,60,48,0.07,0,1,0,0,0.6623999999984663,1.8238678779389141,12,0.03999999997221537,0.07430000006415227,0,0,0,0,0,1,0
0.0805,120,47,0.02,0,0,1,3,0.30550000050286735,2.797572488248025,73,0.6083333325491793,0.06880000092360966,0,0,1,0,1,0,0
0.0558,60,52,0.14,0,1,0,0,0.6132000002818669,3.0599218511755963,8,0.02666666608389745,0.10469999966418786,0,0,0,1,0,0,0
0.0745,60,51,0.3,0,1,1,2,0.708100000006381,1.0729156025075792,9,0.029999999708628322,0.05659999959161349,0,0,1,0,1,0,0
0.0722,60,5,0.04,0,1,1,2,0.4736666663017027,1.9854536301275814,55,0.18333333341339042,0.06789999919011429,1,1,1,0,0,1,0
0.0779,120,53,0.01,0,1,1,2,0.5980333331030216,0.7062086835930633,67,0.2233333333052483,0.03290000033411409,0,0,1,0,0,1,0
0.0778,120,45,0.07,0,1,0,0,0.42749999973477015,1.1365173998519948,75,0.2500000009496234,0.03780000043692552,0,0,0,1,0,1,0
0.0684999999999999,120,94,0.16,0,1,0,0,0.6484666666060704,0.8824860322012406,26,0.08666666676964907,0.03920000013051491,0,0,0,1,1,0,0
0.0803999999999999,60,32,0.01,0,1,0,0,0.6165333331062743,2.289724579591128,28,0.09333333131835708,0.11349999876683461,0,0,0,1,1,0,0
0.0696,120,5,0.12,0,0,0,0,0.030693333652422338,36.08991554089431,115,0.9583333344507735,0.08509999906990835,1,0,0,1,1,0,0
0.0698,120,94,0.11,0,1,0,0,0.5753999999085478,2.3902644467832213,26,0.08666666662841571,0.09599999973974087,0,0,0,0,1,0,0
0.0628,60,21,0.11,1,1,0,0,0.5655000010767759,1.6500813414802273,39,0.12999999914262128,0.05859999882410492,0,1,0,0,1,0,0
0.0646,60,30,0.13,1,1,1,3,0.6210000008110532,2.1287945676160525,30,0.09999999999999987,0.08540000026276229,0,0,1,0,0,1,0
0.0629,60,18,0.01,0,1,1,1,0.619200000483574,1.4968799404945523,42,0.1399999990356655,0.05830000096633117,0,1,1,0,0,1,0
0.0768,120,50,0.11,0,0,0,0,0.3041666640987662,2.131849328863125,70,0.5833333357181956,0.04979999990181045,0,0,0,1,1,0,0
0.0629,180,87,0.01,0,0,0,0,0.3770000005562564,3.8164237050476184,93,0.5166666661795429,0.09050000037843674,0,0,0,0,0,1,0
0.0636,120,60,0.4,0,1,0,0,0.5999999991571834,2.767295635472865,60,0.20000000112375538,0.10560000130130881,0,0,0,1,1,0,0
